Date,prices,prices_delta,log_returns,daily_vol,daily_vol_dollar,price_dev,annual_vol
2011-12-20,46.77,1.6599989999999991,0.03613799814945651,0.020620411524428978,0.9644166469975434,1.4550584877141197,0.3273388849526962
2011-12-21,45.889998999999996,-0.8800010000000071,-0.01899476512229281,0.023211542370561736,1.0651776561735355,-0.9124697325991395,0.3684718119524701
2011-12-22,46.790001000000004,0.9000020000000077,0.01942231963471075,0.024349397227842653,1.139308320640155,0.8449313546747756,0.38653469783518324
2011-12-23,47.91,1.1199989999999929,0.023654724644817993,0.023783103670410477,1.1394484968493659,0.98305171629984,0.3775450663030416
2011-12-27,48.639998999999996,0.7299989999999994,0.015121966203670123,0.01951071712633426,0.9490012615141812,0.6406599350637474,0.30972303250085537
2011-12-28,47.110001000000004,-1.529997999999992,-0.031960903159835574,0.025915478783243705,1.2208782313940898,-1.6122191424264285,0.4113954718058017
2011-12-29,47.040001000000004,-0.07000000000000028,-0.0014869890899906757,0.02452774825652878,1.153785302514862,-0.05733577534597293,0.3893659326430395
2011-12-30,46.66,-0.38000100000000714,-0.008111058255590553,0.019523021116056388,0.910944165275191,-0.32935156928393294,0.30991835228248726
2012-01-03,47.029999,0.36999899999999997,0.00789840810064879,0.017015939146873514,0.8002596010615222,0.4061708874201147,0.2701196598410154
2012-01-04,51.150002,4.120003000000004,0.08397685680438594,0.04277893796218199,2.188142762323485,5.148333109074773,0.6790945871963627
2012-01-05,52.099998,0.9499959999999987,0.018402378873285663,0.040453394353448836,2.1076217649078957,0.434156315738395,0.642177726885901
2012-01-06,53.68,1.5800020000000004,0.029875582291821967,0.033837669345829116,1.8164060904841068,0.7496610759611544,0.537156348210585
2012-01-09,53.439999,-0.24000099999999946,-0.004480982147611279,0.037513781312399415,2.0047364358208433,-0.13212959439925387,0.5955128165416266
2012-01-10,59.869999,6.43,0.11361601771858965,0.051527221813169446,3.084934718427233,3.2074041680033734,0.8179692880062542
2012-01-11,60.57,0.7000010000000003,0.01162419275845128,0.05254724672480962,3.1827867341217186,0.22690950178578695,0.8341616814899975
2012-01-12,61.240002000000004,0.6700020000000038,0.0110008824550194,0.05429744701435568,3.3251757637540362,0.21050797806120963,0.8619452497541501
2012-01-13,61.959998999999996,0.7199969999999922,0.01168839596134763,0.05109003795062422,3.1655387003306386,0.21652900512757692,0.8110292093412224
2012-01-17,60.68,-1.2799989999999966,-0.020874844928891356,0.016159309537485938,0.9805469027346467,-0.404354241464905,0.2565210863682118
2012-01-18,60.509997999999996,-0.17000200000000376,-0.002805546898490441,0.015286406626966611,0.9249804344249364,-0.17337467440454432,0.24266418224858016
2012-01-19,60.139998999999996,-0.36999899999999997,-0.006133446649326579,0.013363321637475337,0.8036701499144451,-0.4000073798642343,0.21213615445516912
2012-01-20,60.119999,-0.01999999999999602,-0.0003326126811407093,0.009204309024356006,0.553363049339974,-0.024885831584170605,0.14611387601180129
2012-01-23,62.439999,2.3200000000000003,0.037863531380482485,0.020614504238752156,1.2871696240531805,4.192545929416844,0.32724510969975046
2012-01-24,62.18,-0.25999900000000054,-0.004172675001249182,0.020844588671691158,1.2961165236057561,-0.20199280276774031,0.33089758684037396
2012-01-25,63.369999,1.1899990000000003,0.018957142924480586,0.019376250109815127,1.2278729500827346,0.9181265560055201,0.30758843478935277
2012-01-26,62.98,-0.3899990000000031,-0.006173331882209254,0.02088514497331408,1.3153464304193208,-0.3176216236164538,0.33154139816951866
2012-01-27,64.120003,1.140003,0.017939158855746484,0.013668435557010979,0.8764201289208505,0.8666941070700114,0.216979687770982
2012-01-30,63.130001,-0.9900019999999969,-0.015560266308761506,0.01735839573428804,1.0958355400639996,-1.1295975153138045,0.2755559896318235
2012-01-31,63.130001,0.0,0.0,0.014123808411237159,0.8916360391252103,0.0,0.22420850772753484
2012-02-01,63.759997999999996,0.6299969999999959,0.009929894894466607,0.014429848215842034,0.9200470933823915,0.7065629610688346,0.22906673901316263
2012-02-02,63.549999,-0.20999899999999627,-0.003299021214508535,0.010514667977142933,0.6682071394327654,-0.2282480989402095,0.1669151795156087
2012-02-03,64.58000200000001,1.0300030000000078,0.016077814399647394,0.008926763894495853,0.5764904301600701,1.541442674309597,0.14170798366455872
2012-02-06,64.940002,0.35999999999999943,0.005559001172890099,0.008146970798599693,0.5290642999550057,0.6244683019283438,0.12932915202960044
2012-02-07,65.050003,0.1100009999999969,0.0016924536045248573,0.008222810584518106,0.5348938531913346,0.20791612665861586,0.13053307130774744
2012-02-08,64.769997,-0.2800060000000002,-0.00431376419979923,0.008572712781446903,0.5552545811361776,-0.523479562027871,0.13608759648535992
2012-02-09,65.660004,0.8900069999999971,0.013647486116250107,0.0075246774153818205,0.49407034919268,1.6028809671031252,0.11945055082250741
2012-02-10,65.33000200000001,-0.33000199999999325,-0.005038593526869306,0.008643908804530857,0.5647065794878185,-0.6679251255195188,0.13721779831386166
2012-02-13,65.489998,0.15999599999999248,0.0024460492244822163,0.008657793242626501,0.5669988621440231,0.2833259002314206,0.1374382069356313
2012-02-14,65.339996,-0.15000200000000063,-0.002293083736268464,0.008239946452281273,0.5383980682322725,-0.2645543227949172,0.1308050947753512
2012-02-15,64.870003,-0.4699930000000023,-0.007219031483377769,0.004167834552899839,0.2703674399501162,-0.8729470399905683,0.06616232239581031
2012-02-16,65.589996,0.7199930000000023,0.011037870849434306,0.007772742755441532,0.5098141662384391,2.6630166714336747,0.1233884660146634
2012-02-17,65.010002,-0.5799939999999992,-0.00888204933986092,0.009029013930229353,0.5869762136622381,-1.1376576768734534,0.14333115266114857
2012-02-21,64.260002,-0.75,-0.011603750169602911,0.010296276621762844,0.6616387563070336,-1.2777349107907296,0.16344832422667643
2012-02-22,65.0,0.7399979999999999,0.01144988508436473,0.012456194207795927,0.8096526235067353,1.1184320642435337,0.1977359529369074
2012-02-23,66.699997,1.6999969999999962,0.02581763804842918,0.01770858134141626,1.1811623223467205,2.09966218924486,0.28111501380687615
2012-02-24,66.589996,-0.1100009999999969,-0.0016505518906164696,0.016236409145466212,1.0811824200509585,-0.0931294521666151,0.25774500470159006
2012-02-27,67.349998,0.7600020000000001,0.011348517107303557,0.011220876242476401,0.7557259924890332,0.7029359578045854,0.17812588817895275
