Date,prices,prices_delta,log_returns,daily_vol,daily_vol_dollar,price_dev,annual_vol
2009-03-11,2.685,0.16999999999999993,0.06540792440912546,0.08884867777584902,0.23855869982815464,0.7474927033521191,1.4104290342708474
2009-03-12,3.1,0.41500000000000004,0.14372138353027253,0.06366828261680636,0.19737167611209974,1.7396137734609745,1.010702653239878
2009-03-13,3.18,0.08000000000000007,0.02547908530098497,0.052198878658764276,0.16599243413487041,0.4053266485641185,0.8286315098851624
2009-03-16,3.005,-0.17500000000000027,-0.05660362880491476,0.0833981678467686,0.2506114943795396,-1.0542649182300148,1.3239048715258368
2009-03-17,2.975,-0.029999999999999805,-0.010033528989577656,0.08559566612236424,0.2546471067140336,-0.11970719888277025,1.358789075188153
2009-03-18,3.24,0.2650000000000001,0.08532929080664498,0.059852986623872555,0.19392367666134708,1.0406558449438528,0.9501367069874533
2009-03-19,3.38,0.13999999999999968,0.042302379690689174,0.061766061473825566,0.2087692877815304,0.7219335070904446,0.9805058287420206
2009-03-20,3.21,-0.16999999999999993,-0.05160477235300287,0.05984848156679013,0.1921136258293963,-0.814296019335463,0.9500651914233599
2009-03-23,3.185,-0.02499999999999991,-0.007818648117797755,0.059530584974265874,0.18960491314303682,-0.13013132146181444,0.9450187394646358
2009-03-24,3.265,0.08000000000000007,0.024807473704267835,0.041288882903690365,0.13480820268054905,0.4219299947129985,0.6554406964489868
2009-03-25,3.33,0.06499999999999995,0.01971254126395805,0.03498881225369439,0.11651274480480234,0.48216650550581475,0.5554301753568286
2009-03-26,3.835,0.5049999999999999,0.1411971308268669,0.06605499521318291,0.25332090664255646,4.334289788177621,1.0485905411258636
2009-03-27,4.185,0.34999999999999964,0.08733726912221917,0.05752896368983365,0.24075871304195381,1.3816467209074865,0.9132439866393877
2009-03-30,4.14,-0.04499999999999993,-0.010810916104215806,0.06825423556256882,0.2825725352290349,-0.18690912337680746,1.0835023993522672
2009-03-31,4.33,0.1900000000000004,0.044871754177175704,0.06443527450977926,0.2790047386273442,0.6723937266089882,1.0228782720783316
2009-04-01,4.665,0.33499999999999996,0.07452029228490864,0.04364790165324717,0.20361746121239804,1.2006964528564745,0.6928889581457821
2009-04-02,5.015,0.34999999999999964,0.07234558711459171,0.039723581968786066,0.1992137635734621,1.7189095567541068,0.6305923144445849
2009-04-03,5.1,0.08499999999999996,0.016807118316381153,0.027143956360404942,0.1384341774380652,0.42667734636043536,0.43089694876812845
2009-04-06,4.935,-0.16500000000000004,-0.032887866844835134,0.05123495335103579,0.2528444947873616,-1.191902195350713,0.8133296700050165
2009-04-07,4.555,-0.3799999999999999,-0.08012714217352324,0.06551331039422773,0.29841312884570725,-1.502900034741014,1.039991561206257
2009-04-08,4.865,0.3100000000000005,0.06584118492604674,0.0629523029818233,0.3062629540065704,1.038828288819304,0.9993368288921661
2009-04-09,5.42,0.5549999999999997,0.10802909981358644,0.0867592023778481,0.47023487688793664,1.812168245422504,1.3772596406286586
2009-04-13,5.895,0.47499999999999964,0.08400871853777936,0.08482185392688499,0.5000248288989869,1.010133495719414,1.346505187403911
2009-04-14,6.2,0.3050000000000006,0.05044475806171178,0.024776339477330916,0.15361330475945167,0.6099697102473596,0.3933121959331779
2009-04-15,6.165,-0.03500000000000014,-0.00566115543473833,0.04927263315846028,0.30376578342190763,-0.2278448475202577,0.7821788026716056
2009-04-16,6.59,0.4249999999999998,0.06666521189810815,0.03884810487349216,0.25600901111631336,1.3991042546411723,0.6166945464084996
2009-04-17,7.13,0.54,0.07875788591178878,0.03732349637384182,0.2661165291454922,2.109300753303016,0.592492136787639
2009-04-20,6.24,-0.8899999999999997,-0.13333105204486828,0.09737544882797985,0.6076228006865944,-3.344399548790957,1.5457873284127839
2009-04-21,6.795,0.5549999999999997,0.08520686522177079,0.10538447841312953,0.7160875308172152,0.9133956121673964,1.6729267315643732
2009-04-22,6.765,-0.03000000000000025,-0.004424785980355672,0.10179724269841267,0.6886583468547617,-0.041894319770885514,1.615981129992514
2009-04-23,6.845,0.08000000000000007,0.011756197117660738,0.09088298994662639,0.6220940661846576,0.11616790875384844,1.4427227388285406
2009-04-24,7.175,0.33000000000000007,0.047084302905272546,0.039838474713650006,0.2858410560704388,0.5304664004013269,0.6324161802267183
2009-04-27,7.125,-0.04999999999999982,-0.006993035490970412,0.024909124277677837,0.1774775104784546,-0.1749223875931892,0.3954200892908218
2009-04-28,7.225,0.09999999999999964,0.01393750784378156,0.022482443323616024,0.16243565301312576,0.5634516718789531,0.3568977233963547
2009-04-29,7.235,0.010000000000000675,0.0013831260849512805,0.023765392103527367,0.17194261186902052,0.06156283928130369,0.3772639038952296
2009-04-30,6.975,-0.2600000000000007,-0.036598032376017775,0.02148395775978002,0.14985060537446565,-1.5121324328727714,0.34104725645876566
2009-05-01,7.025,0.05000000000000071,0.007142887512380236,0.02263226221297569,0.15899164204615424,0.3336656523679326,0.3592760245340281
2009-05-04,7.465,0.4399999999999995,0.060750215771343985,0.04006649652003338,0.29909639652204917,2.767441070092668,0.636035914185859
2009-05-05,7.5,0.03500000000000014,0.004677589551111083,0.039914063106306796,0.29935547329730094,0.11701912964177075,0.6336161087605561
2009-05-06,7.585,0.08499999999999996,0.011269592258230876,0.026665800574475824,0.20226009735739914,0.28394336359964706,0.423306460983038
2009-05-07,7.175,-0.41000000000000014,-0.055569851154810834,0.04766510716381441,0.3419971439003684,-2.0270928638757595,0.7566601186241771
2009-05-08,7.4,0.22500000000000053,0.03087723856443958,0.03728795664609031,0.2759308791810683,0.6579002310778016,0.5919279610998783
2009-05-11,6.86,-0.54,-0.07577255847233033,0.05138395899589837,0.35249395871186284,-1.957011848774081,0.8156950612865237
2009-05-12,6.285,-0.5750000000000002,-0.08754159969558328,0.05357172155375144,0.3366982699653278,-1.6312336305032087,0.8504247152209504
2009-05-13,5.89,-0.39500000000000046,-0.0649098443787155,0.05426867647725321,0.3196425044510214,-1.1731572010770248,0.8614885316365968
2009-05-14,6.235,0.34500000000000064,0.056922581468504596,0.06713775951272585,0.4186039305618457,1.0793307998650874,1.0657788915164017
2009-05-15,6.075,-0.16000000000000014,-0.025996589905387557,0.06351040240324511,0.38582569459971405,-0.3822228801942922,1.008196382547753
2009-05-18,6.445,0.3700000000000001,0.05912264716453852,0.06182445181703173,0.3984585919607695,0.9589822688814628,0.9814327467045679
2009-05-19,6.42,-0.025000000000000355,-0.0038865186892809156,0.04309144412616521,0.2766470712899806,-0.06274177669749369,0.6840554687548089
2009-05-20,6.015,-0.40500000000000025,-0.06516176827522768,0.05199317108998348,0.3127389241062506,-1.4639591090247996,0.8253660034663761
2009-05-21,5.69,-0.3249999999999993,-0.05554610128840243,0.057068323461370536,0.3247187604951984,-1.039205468039479,0.9059315497090754
2009-05-22,5.65,-0.040000000000000036,-0.007054702979889971,0.031955325425490136,0.1805475886540193,-0.12318352022223711,0.507275064839917
2009-05-26,6.0,0.34999999999999964,0.06010392406970522,0.05729820461841559,0.34378922771049353,1.9385470756449676,0.9095807999449214
2009-05-27,6.14,0.13999999999999968,0.02306527293099614,0.0489007907623026,0.30025085528053796,0.4072262558438693,0.7762759876287441
2009-05-28,5.995,-0.14499999999999957,-0.02389895367957351,0.036895355000276256,0.22118765322665615,-0.48292951526988825,0.5856956031850464
2009-05-29,6.315,0.3200000000000003,0.052001967322977016,0.03796698952594688,0.23976153885635457,1.4467353639856597,0.6027072738926973
2009-06-01,7.21,0.8949999999999996,0.13254119549440313,0.06566898420717944,0.4734733761337638,3.732875607443486,1.0424628063745494
2009-06-02,7.03,-0.17999999999999972,-0.02528224547428426,0.07505777714542029,0.5276561733323046,-0.3801692113500102,1.1915052737285377
2009-06-03,6.7,-0.33000000000000007,-0.048079179425652985,0.08191830855070578,0.5488526672897287,-0.6254072569945549,1.300412833489341
2009-06-04,7.04,0.33999999999999986,0.04950064377303054,0.08168113521640817,0.5750351919235135,0.6194740779505412,1.296647823528336
2009-06-05,6.985,-0.054999999999999716,-0.007843177461025919,0.04167870499251533,0.2911257543727196,-0.09564632003829666,0.6616289302645304
2009-06-08,6.885,-0.10000000000000053,-0.014419860528307016,0.04050833758031097,0.27889990424044103,-0.34349417218503286,0.6430499235729287
2009-06-09,7.24,0.3550000000000004,0.05027607421700697,0.035333423912524704,0.25581398912667885,1.27285809210588,0.5609007158457792
2009-06-10,7.61,0.3700000000000001,0.04984196547596964,0.03543069596152521,0.2696275962672069,1.4463634348658565,0.5624448617528174
2009-06-11,6.67,-0.9400000000000004,-0.13184331194606247,0.0857713105179333,0.5720946411546151,-3.4862900274808655,1.3615773435273009
2009-06-12,7.115,0.4450000000000003,0.06458537161428346,0.09362315910097,0.6661287770034016,0.7778433286875239,1.4862215756244008
2009-06-15,6.915,-0.20000000000000018,-0.02851226642509408,0.0900439691740946,0.6226540468388642,-0.30024224580073783,1.4294036969749222
2009-06-16,6.495,-0.41999999999999993,-0.0626603149941587,0.08168666963413414,0.5305549192737012,-0.6745318722849177,1.296735679686063
2009-06-17,6.57,0.07500000000000018,0.011481182373956234,0.0547275194971574,0.3595598030963241,0.1413614260756847,0.8687724387655028
2009-06-18,6.615,0.04499999999999993,0.0068259650703998975,0.03459447399331086,0.22884244546575133,0.1251530332714769,0.5491702495403525
2009-06-19,6.71,0.09499999999999975,0.014259153416671388,0.03688557738697895,0.24750222426662877,0.4151327775170865,0.5855403883858439
2009-06-22,6.335,-0.375,-0.057509137210488115,0.03431957359589558,0.21741449872999852,-1.5151378987043795,0.5448063410191106
2009-06-23,6.095,-0.2400000000000002,-0.038621050839867443,0.03483706392877808,0.21233190464590238,-1.103882222215778,0.5530212453792334
2009-06-24,6.18,0.08499999999999996,0.013849508536364574,0.03668463243365578,0.22671102843999272,0.4003166652781227,0.5823504861436043
2009-06-25,6.375,0.19500000000000028,0.031065819574890297,0.04203189262763619,0.2679533155011807,0.860125779243307,0.6672356101565673
2009-06-26,6.705,0.33000000000000007,0.050469425689152025,0.03825403262611162,0.2564932887580784,1.2315578158932914,0.6072639418442547
2009-06-29,6.615,-0.08999999999999986,-0.013513719166722726,0.027147504425949674,0.1795807417776571,-0.3508863738141969,0.4309532725625288
2009-06-30,6.515,-0.10000000000000053,-0.015232586990110653,0.032813779444844246,0.21378177308316026,-0.556852583468069,0.5209025999230859
2009-07-01,6.535,0.020000000000000462,0.003065136499376786,0.030646347765042388,0.200273882644552,0.09355334513116112,0.4864956886722137
2009-07-02,6.13,-0.40500000000000025,-0.06397759712806517,0.028910820885347903,0.17722333202718263,-2.0222307304981855,0.4589450535681766
2009-07-06,6.075,-0.054999999999999716,-0.009012760721507806,0.029455200321528666,0.17894034195328665,-0.3103428841500609,0.46758680921012774
2009-07-07,5.975,-0.10000000000000053,-0.01659789140903789,0.02936940352761355,0.17548218607749094,-0.558845472789507,0.46622482733021137
2009-07-08,5.835,-0.13999999999999968,-0.02370983207905497,0.024514588295191823,0.14304262270244428,-0.7978017776583731,0.3891570247332746
2009-07-09,5.8,-0.03500000000000014,-0.006016348186145715,0.007948399899026817,0.046100719414355534,-0.24468231453506528,0.12617693672229516
2009-07-10,5.91,0.11000000000000032,0.018787913865633277,0.018594517943446645,0.10989360104576967,2.38607990064786,0.2951788213649281
2009-07-13,6.295,0.3849999999999998,0.06310983607830356,0.03765510823815235,0.23703890635916905,3.503388699034904,0.5977563119362239
2009-07-14,6.435,0.13999999999999968,0.02199617355177952,0.02864064871559049,0.1843025744848248,0.5906203422482347,0.4546562033340836
2009-07-15,6.785,0.35000000000000053,0.05296245223874241,0.022163855434591696,0.15038175912370466,1.899051063059453,0.3518402974459022
2009-07-16,7.245,0.45999999999999996,0.06559728248581331,0.02003974402308846,0.1451879454472759,3.05888162687073,0.31812107413491053
2009-07-17,7.18,-0.06500000000000039,-0.009012192712512856,0.033402289387546344,0.23982843780258273,-0.44769557004031535,0.5302449056379577
2009-07-20,7.53,0.35000000000000053,0.04759565875166927,0.03307110914172362,0.24902545183717886,1.4593765577045816,0.5249875822204526
2009-07-21,7.395,-0.13500000000000068,-0.018090945649039014,0.04132791064034382,0.30561989918534255,-0.5421132619338371,0.6560602425614995
2009-07-22,8.18,0.7850000000000001,0.10088805445189264,0.0552839253545222,0.4522225093999916,2.5685500260044867,0.8776051079251445
2009-07-23,8.44,0.2599999999999998,0.03129015799320989,0.04903998525486282,0.41389747555104217,0.5749382098316326,0.7784856316958491
2009-07-24,8.55,0.11000000000000121,0.012948974340803332,0.05039140180869914,0.43084648546437765,0.2657662984137624,0.79993870441049
2009-07-27,8.745,0.1949999999999985,0.022550825521896467,0.04001962116117543,0.3499715870544791,0.45259740204175597,0.6352917909329289
2009-07-28,8.555,-0.1899999999999995,-0.02196620112640879,0.02334888545182473,0.19974971504036057,-0.54290121549331,0.3706520657763734
2009-07-29,8.515,-0.03999999999999915,-0.004686593229505043,0.019673386758200337,0.1675188882460759,-0.20025059856489366,0.3123053328515358
2009-07-30,8.595,0.08000000000000007,0.009351324720161092,0.019092548454486435,0.16410045396631093,0.4775580881511376,0.30308481063013026
2009-07-31,8.86,0.2649999999999988,0.03036612578217701,0.02214614870212191,0.1962148775008001,1.6148645149659493,0.35155921178202254
2009-08-03,9.35,0.4900000000000002,0.05382957868360583,0.02552836524862842,0.23869021507467572,2.4972622170202263,0.4052502349553663
2009-08-04,9.72,0.370000000000001,0.038809275171752144,0.018563265013150726,0.18043493592782506,1.550126384042363,0.2946826964770979
2009-08-05,9.385,-0.33500000000000085,-0.03507294843387543,0.03925551409069906,0.36841299974121067,-1.8566249284118828,0.6231619672318893
2009-08-06,9.285,-0.09999999999999964,-0.010712475233803254,0.04163268442783656,0.38655947491246245,-0.2714345044019728,0.6608983764485217
2009-08-07,9.84,0.5549999999999997,0.0580555162594929,0.04308594586100254,0.423965707272265,1.4357428442949978,0.6839681865012327
2009-08-10,9.865,0.025000000000000355,0.002537428410416709,0.03944166442995899,0.3890920196015455,0.05896703335004804,0.6261170122568018
2009-08-11,9.875,0.009999999999999787,0.0010131713126071418,0.03079569496792792,0.3041074878082882,0.02570086122619634,0.4888665020192431
2009-08-12,10.325,0.4499999999999993,0.04456182805991071,0.029130490679555192,0.3007723162664073,1.4797399539326137,0.46243220344432795
2009-08-13,10.23,-0.09499999999999886,-0.00924355888356132,0.02381153584254498,0.24359201166923516,-0.3158535372512581,0.37799641304324927
2009-08-14,10.01,-0.22000000000000064,-0.021739986636406083,0.028819124463637723,0.2884794358810136,-0.9031494854549283,0.45748941800041876
2009-08-17,9.365,-0.6449999999999996,-0.06660525743107737,0.04574247559530004,0.4283782839499849,-2.235861277356479,0.7261392886656308
2009-08-18,9.345,-0.019999999999999574,-0.002137894988525346,0.02893986720624021,0.2704430590423148,-0.04668770745235691,0.4594061496176711
2009-08-19,9.45,0.10499999999999865,0.011173300598124936,0.0339891549301406,0.3211975140898286,0.38825178346902905,0.5395611073103819
2009-08-20,9.71,0.26000000000000156,0.02714154079758213,0.04111312145622603,0.39920840933995483,0.8094707729502786,0.6526505699686067
2009-08-21,9.925,0.21499999999999986,0.02190054427002064,0.012941684416229417,0.128446217831077,0.5385658091608782,0.205442871069739
2009-08-24,9.83,-0.09500000000000064,-0.009617892414178986,0.016264654890299067,0.15988155757163983,-0.739609165642679,0.2581933920001312
2009-08-25,10.03,0.1999999999999993,0.020141667814769004,0.01660787744527786,0.16657701077613693,1.2509260169696756,0.2636418811490637
2009-08-26,10.0,-0.02999999999999936,-0.002995508979798167,0.016023772189609167,0.16023772189609167,-0.18009688047720102,0.2543694976731527
2009-08-27,10.035,0.03500000000000014,0.0034938892542557554,0.012767132203292175,0.12811817166003697,0.21842547176685628,0.20267194059237137
2009-08-28,10.015,-0.019999999999999574,-0.0019950131305201957,0.010707285117583057,0.10723346045259431,-0.15610588053870922,0.1699728818267265
2009-08-31,10.03,0.014999999999998792,0.0014966328560626074,0.003022158360390647,0.03031224835471819,0.13988171170350303,0.04797527666549021
2009-09-01,9.81,-0.21999999999999886,-0.02217832839657241,0.01180833546962841,0.11583977095705471,-7.2577922107765795,0.18745151430155926
2009-09-02,9.58,-0.23000000000000043,-0.023724681594502695,0.013199577011909118,0.12645194777408936,-1.9855011633721924,0.20953678910853948
2009-09-03,9.895,0.3149999999999995,0.032351987071760124,0.026250731194099805,0.25975098516561757,2.4910648317000033,0.41671743883916224
2009-09-04,9.985,0.08999999999999986,0.00905438781324941,0.0269463469482817,0.2690592742785928,0.3464856926052301,0.42775999660090586
2009-09-08,10.46,0.4750000000000014,0.046474491768998316,0.030672288729752466,0.3208321401132108,1.765410247513605,0.48690748872056555
2009-09-09,10.805,0.34499999999999886,0.03245053132207243,0.0155095351286027,0.16758052706455215,1.0753286746092834,0.2462062374030175
2009-09-10,10.88,0.07500000000000107,0.006917251468947505,0.01907355536191729,0.20752028233766012,0.44754603242840385,0.30278330463273434
2009-09-11,11.565,0.6849999999999987,0.0610570542556057,0.023049760728388755,0.26657048282381596,3.3008821705698264,0.36590360800115795
2009-09-14,11.75,0.1850000000000005,0.015869944906765632,0.02380185776564859,0.2796718287463709,0.6940003185659241,0.37784277833542596
2009-09-15,11.96,0.21000000000000085,0.01771450793231777,0.02424132714077202,0.28992627260363335,0.7508800616112318,0.3848191383878593
2009-09-16,12.25,0.28999999999999915,0.023958188468250263,0.02122220271927977,0.2599719833111772,1.0002542970518116,0.33689202400927787
2009-09-17,12.085,-0.16499999999999915,-0.013560922835289535,0.016732747089806203,0.20221524858030798,-0.6346837759148071,0.26562412530340185
2009-09-18,12.22,0.1349999999999998,0.011108939588002631,0.01643714966993889,0.20086196896665326,0.667605439984343,0.26093166173643434
2009-09-21,12.06,-0.16000000000000014,-0.013179762444409882,0.018598169151451707,0.22429391996650758,-0.7965669201747347,0.29523678249512625
2009-09-22,12.0,-0.0600000000000005,-0.004987541511038973,0.011541232229745456,0.13849478675694546,-0.26750613663072065,0.1832113818188997
2009-09-23,11.77,-0.23000000000000043,-0.01935272851581482,0.013192572296183255,0.1552765759260769,-1.6607123299423834,0.20942559269364747
2009-09-24,11.285,-0.48499999999999943,-0.04207951100268659,0.01591407370151895,0.17959032172164135,-3.123458880435998,0.2526280881610337
2009-09-25,10.965,-0.3200000000000003,-0.028766028399647592,0.015625713085310036,0.17133594398042454,-1.781833213128205,0.24805050529066897
2009-09-28,11.77,0.8049999999999997,0.07084553940233418,0.0513100255475716,0.6039190006949178,4.698371989545711,0.8145214041794713
2009-09-29,11.59,-0.17999999999999972,-0.015411263920525275,0.050975125898302234,0.5908017091613229,-0.29805321540285573,0.8092050370626942
2009-09-30,11.375,-0.21499999999999986,-0.018724692514646257,0.0462562464023378,0.5261648028265925,-0.3639122850629609,0.734295147383472
2009-10-01,10.68,-0.6950000000000003,-0.06304513130496536,0.056001517608308155,0.598096208056731,-1.3208789266526644,0.8889965318027284
2009-10-02,10.815,0.1349999999999998,0.01256122587297348,0.03125414045362017,0.3380135290059021,0.22571619445411142,0.49614409848817453
2009-10-05,11.305,0.4900000000000002,0.04431104632491101,0.0457951376373791,0.5177140309905707,1.4496461175417752,0.7269752726668748
2009-10-06,11.71,0.40500000000000114,0.035198071879692705,0.04873133941323847,0.5706439845290225,0.7822851531087393,0.7735860308550555
2009-10-07,11.85,0.1399999999999988,0.011884689971514373,0.01632728866622113,0.19347837069472038,0.24533685414303794,0.2591876723687075
2009-10-08,12.175,0.32500000000000107,0.027056801387513207,0.013760483530746152,0.1675338869868344,1.6797743273991177,0.21844090405412606
2009-10-09,12.165,-0.010000000000001563,-0.0008216927331674562,0.016010603425759662,0.19476899067436626,-0.05968941674938521,0.2541604500278331
2009-10-12,12.375,0.21000000000000085,0.017115332219268087,0.011607414485238705,0.14364175425482897,1.0782003812460028,0.18426199255434256
2009-10-13,12.395,0.019999999999999574,0.0016148570323997191,0.013201244089579034,0.16362942049033213,0.1392352808816188,0.20956325314612445
2009-10-14,12.775,0.3800000000000008,0.030196970602614392,0.014486091962047956,0.18505982481516264,2.3223207590743296,0.22995958080474366
2009-10-15,13.01,0.23499999999999943,0.018228156434645815,0.011721859271258742,0.15250138911907624,1.2698596263922595,0.18607874721028467
2009-10-16,12.765,-0.24499999999999922,-0.019011241830966696,0.021349957755952265,0.27253221075473066,-1.6065427430873969,0.338920072343906
2009-10-19,12.81,0.04499999999999993,0.003519065215195738,0.021187960816300828,0.2714177780568136,0.16511809695954924,0.33634845065107855
2009-10-20,12.77,-0.040000000000000924,-0.003127445864195,0.015446892127194153,0.19725681246426932,-0.14737428139887013,0.2452118105843834
2009-10-21,12.545,-0.22499999999999964,-0.017776490226062425,0.011081913241968808,0.1390226016204987,-1.140645015952266,0.17591991893425815
2009-10-22,12.86,0.3149999999999995,0.024799538991087555,0.017695961410562226,0.22757006373983021,2.2658186246570224,0.2809146786152605
2009-10-23,12.665,-0.19500000000000028,-0.015279435355834536,0.019509526655913927,0.24708815509714988,-0.8568789620014973,0.3097041343688031
2009-10-26,12.855,0.19000000000000128,0.014890557264214177,0.021410336477417913,0.2752298754172073,0.7689563262362669,0.33987855483277485
2009-10-27,13.95,1.0949999999999989,0.08174666754952176,0.040560161218441235,0.5658142489972552,3.9784925177186627,0.6438725983240924
2009-10-28,12.555,-1.3949999999999996,-0.10536051565782634,0.0776627603580805,0.9750559562957005,-2.4654734349165652,1.2328581002297194
2009-10-29,13.12,0.5649999999999995,0.04401879090639493,0.08089354214536702,1.0613232729472153,0.5794539240050083,1.2841451711265812
2009-10-30,12.56,-0.5599999999999987,-0.0436206224758906,0.0846345607646085,1.0630100832034828,-0.5276431924882987,1.3435320006260323
2009-11-02,12.345,-0.21499999999999986,-0.01726603824290951,0.061925822402475704,0.7644742775585626,-0.20225584253356915,0.9830419548606186
2009-11-03,12.57,0.22499999999999964,0.01806189980501305,0.03857635083964963,0.4849047300543959,0.29431990925654594,0.6123805848605438
2009-11-04,12.365,-0.20500000000000007,-0.01644312162877659,0.025293693416772657,0.3127565190983939,-0.42276345701351165,0.4015249351145524
2009-11-05,12.89,0.5250000000000004,0.041581915977716655,0.028610188698798104,0.3687853323275076,1.6786220844043676,0.45417266555790253
2009-11-06,12.94,0.049999999999998934,0.0038714721216583925,0.024404270778984712,0.3157912638800622,0.13558022951844348,0.3874057884544445
2009-11-09,13.64,0.7000000000000011,0.05268336334256141,0.03225675519296869,0.4399821408320929,2.2166541005575815,0.5120601140549187
2009-11-10,13.58,-0.0600000000000005,-0.004408530284766066,0.027945011986642843,0.3794932627786098,-0.1363691714543883,0.44361331260825604
2009-11-11,13.83,0.25,0.018242023546116926,0.025193269118338895,0.34842291190662694,0.6587732234546835,0.3999307487990892
2009-11-12,13.385,-0.4450000000000003,-0.03270546870435087,0.03610904102234757,0.4833195140841222,-1.2771835169073347,0.573213255756967
2009-11-13,13.56,0.1750000000000007,0.012989605539933446,0.02296325709086867,0.3113817661521792,0.36207931792619863,0.36453040532687425
2009-11-16,14.165,0.6049999999999986,0.043649850770230536,0.03178969671346824,0.4503010539462776,1.9429525610190086,0.5046457905480258
2009-11-17,13.86,-0.3049999999999997,-0.021767139520722623,0.034719454502129724,0.48121163939951794,-0.6773246416527091,0.5511542536107428
2009-11-18,13.85,-0.009999999999999787,-0.0007217611284096037,0.027427501486635846,0.37987089558990644,-0.020780877229982075,0.4353980881049568
2009-11-19,13.48,-0.3699999999999992,-0.02707812714918667,0.03216680741704901,0.4336085639818207,-0.9740151306549069,0.5106322373785177
2009-11-20,13.23,-0.25,-0.01872012735729678,0.011434065337260489,0.15127268441195627,-0.5765568781766068,0.18151016014113078
2009-11-23,13.26,0.02999999999999936,0.002265006630852273,0.014138515679498502,0.18747671791015014,0.19831736388243948,0.2244419783732426
2009-11-24,13.205,-0.054999999999999716,-0.00415643900862106,0.013385288188549975,0.17675273052980242,-0.2933697613927664,0.21248486264300084
2009-11-25,13.505,0.3000000000000007,0.022464441495483545,0.01709427045867583,0.23085812254441712,1.6972863678019248,0.2713631308664057
2009-11-27,13.215,-0.2900000000000009,-0.021707439188326294,0.01823868192599445,0.24102418165201667,-1.2561827879554244,0.28953009970673926
2009-11-30,13.085,-0.129999999999999,-0.009886012074143302,0.018679288713162583,0.24441849281173242,-0.5393649679005612,0.2965245156156235
2009-12-01,13.38,0.29499999999999993,0.022294518717973055,0.02256331972420728,0.30189721790989343,1.2069463182036262,0.3581815964537457
2009-12-02,13.28,-0.10000000000000142,-0.007501910651794841,0.018723454952829892,0.24864748177358095,-0.3312385608993859,0.29722563293465093
2009-12-03,12.96,-0.3199999999999985,-0.02439145312415869,0.019588138708300586,0.25386227765957564,-1.286962561283413,0.310952062012808
2009-12-04,13.515,0.5549999999999997,0.04193248880428202,0.029694189676571597,0.40131697347886514,2.186224771622997,0.47138064760673964
2009-12-07,13.665,0.14999999999999858,0.011037639651620523,0.028403798179071685,0.38813790211701454,0.37376938906845947,0.45089631762895765
2009-12-08,13.405,-0.2599999999999998,-0.0192100476921091,0.0306713179169011,0.41114901667605924,-0.6698650108167375,0.48689207754431973
2009-12-09,13.835,0.4300000000000015,0.031573841550966986,0.026950362754275613,0.3728582687054031,1.045849515770081,0.4278237455447461
2009-12-10,13.365,-0.47000000000000064,-0.034562263648007185,0.029727495285410754,0.3973079744895147,-1.260532592268591,0.47190935775625165
2009-12-11,13.585,0.22000000000000064,0.016326893287428756,0.030650894836628723,0.4163924063556012,0.5537266154364757,0.48656787119588
2009-12-14,13.86,0.2749999999999986,0.020040750883446368,0.02933208460933614,0.4065426926853989,0.6604347144725478,0.46563240786845156
2009-12-15,13.87,0.009999999999999787,0.0007212405649830167,0.024910997860971458,0.3455155403316741,0.02459766263155599,0.3954498315035547
2009-12-16,13.96,0.09000000000000163,0.006467863007486141,0.008874213800543755,0.12388402465559083,0.2604803243107591,0.14087377678473675
2009-12-17,13.67,-0.2900000000000009,-0.020992446598368186,0.017077681690816242,0.23345190871345803,-2.340899085303598,0.27109979234052495
2009-12-18,13.75,0.08000000000000007,0.005835173376722125,0.01292558922536227,0.17772685184873122,0.3426829981424274,0.20518736783570743
2009-12-21,14.155,0.40499999999999936,0.029029094451282322,0.020459944202843038,0.2896105101912432,2.2787777749234386,0.32479154519388204
2009-12-22,15.035,0.8800000000000008,0.060312897876629634,0.03454090763255007,0.5193225462553903,3.038563757299057,0.5483199099250816
2009-12-23,15.075,0.03999999999999915,0.0026569261727567017,0.0266368485160042,0.40155049137876325,0.07702342270410134,0.422846861303082
2009-12-24,15.12,0.04499999999999993,0.0029806281381379307,0.027331293455154077,0.4132491570419296,0.11206560810195497,0.4338708329523898
2009-12-28,15.045,-0.07499999999999929,-0.004972660669378293,0.030269586719936376,0.45540593220144276,-0.1814885734718862,0.48051479249792994
2009-12-29,15.42,0.375,0.024619658053174565,0.012740632885548745,0.19646055909516166,0.8234411839723769,0.2022512769643994
2009-12-30,15.1,-0.3200000000000003,-0.02097062431430441,0.018963295527299105,0.2863457624622165,-1.6288256608543934,0.30103298402074136
2009-12-31,15.05,-0.049999999999998934,-0.0033167526259938462,0.018940605131961382,0.2850561072360188,-0.174614073454628,0.30067278516146123
2010-01-04,15.455,0.40499999999999936,0.02655458438919478,0.022958771473521954,0.3548278131232818,1.4207729275720102,0.3644591983590182
2010-01-05,15.915,0.4599999999999991,0.029329485149976353,0.024266196224119088,0.38619651290685525,1.2964034469309655,0.38521392284708217
2010-01-06,16.25,0.33500000000000085,0.02083084804169033,0.014871304299198517,0.2416586948619759,0.8674340363109332,0.23607463708106977
2010-01-07,16.155001000000002,-0.09499899999999784,-0.005863247598946408,0.01611083247364469,0.2602705147225625,-0.3931122778522693,0.25575153683692453
2010-01-08,16.135,-0.0200010000000006,-0.0012388356728747496,0.016995608197312176,0.274224138263632,-0.07684696832186631,0.2697969160222728
